timestamp,ball_number,team_1_name,team_1_runs,team_1_wickets,team_2_name,team_2_runs,team_2_wickets
2025-05-27 08:15:13,12.6,Lucknow Super Giants,131,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:15:37,12.6,Lucknow Super Giants,131,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:16:00,12.6,Lucknow Super Giants,131,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:16:26,12.6,Lucknow Super Giants,131,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:16:50,12.6,Lucknow Super Giants,131,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:17:13,13.1,Lucknow Super Giants,131,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:17:37,13.2,Lucknow Super Giants,137,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:18:00,13.2,Lucknow Super Giants,137,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:18:31,13.3,Lucknow Super Giants,138,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:18:55,13.3,Lucknow Super Giants,138,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:19:21,13.4,Lucknow Super Giants,142,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:19:44,13.5,Lucknow Super Giants,148,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:20:09,13.5,Lucknow Super Giants,148,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:20:32,13.5,Lucknow Super Giants,148,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:20:56,13.6,Lucknow Super Giants,149,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:21:19,13.6,Lucknow Super Giants,149,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:21:43,13.6,Lucknow Super Giants,149,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:22:07,13.6,Lucknow Super Giants,149,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:22:30,14.1,Lucknow Super Giants,149,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:22:55,14.1,Lucknow Super Giants,149,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:23:18,14.1,Lucknow Super Giants,149,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:23:42,14.2,Lucknow Super Giants,155,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:24:05,14.3,Lucknow Super Giants,156,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:24:34,14.3,Lucknow Super Giants,156,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:24:58,14.4,Lucknow Super Giants,156,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:25:24,14.4,Lucknow Super Giants,156,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:25:47,14.5,Lucknow Super Giants,157,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:26:11,14.5,Lucknow Super Giants,157,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:26:35,14.6,Lucknow Super Giants,163,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:27:01,14.6,Lucknow Super Giants,164,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:27:24,14.6,Lucknow Super Giants,164,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:27:48,14.6,Lucknow Super Giants,164,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:28:14,15.1,Lucknow Super Giants,170,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:28:38,15.1,Lucknow Super Giants,170,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:29:02,15.2,Lucknow Super Giants,176,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:29:27,15.3,Lucknow Super Giants,177,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:29:50,15.3,Lucknow Super Giants,177,1,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:30:14,15.3,Lucknow Super Giants,177,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:30:41,15.3,Lucknow Super Giants,177,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:31:04,15.3,Lucknow Super Giants,177,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:31:28,15.3,Lucknow Super Giants,177,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:31:54,15.3,Lucknow Super Giants,177,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:32:17,15.3,Lucknow Super Giants,177,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:32:42,15.3,Lucknow Super Giants,177,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:33:08,15.3,Lucknow Super Giants,177,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:33:33,15.3,Lucknow Super Giants,177,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:34:02,15.3,Lucknow Super Giants,177,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:34:28,15.4,Lucknow Super Giants,178,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:34:54,15.4,Lucknow Super Giants,178,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:35:19,15.5,Lucknow Super Giants,180,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:35:42,15.6,Lucknow Super Giants,184,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:36:08,15.6,Lucknow Super Giants,184,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:36:34,15.6,Lucknow Super Giants,184,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:37:00,16.1,Lucknow Super Giants,185,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:37:26,16.1,Lucknow Super Giants,186,2,Royal Challengers Bengaluru,N/A,N/A
