timestamp,ball_number,team_1_name,team_1_runs,team_1_wickets,team_2_name,team_2_runs,team_2_wickets
2025-05-25 03:50:10,9.1,Chennai Super Kings,107,1,Gujarat Titans,N/A,N/A
2025-05-25 03:50:35,9.2,Chennai Super Kings,107,2,Gujarat Titans,N/A,N/A
2025-05-25 03:51:03,9.2,Chennai Super Kings,107,2,Gujarat Titans,N/A,N/A
2025-05-25 03:51:31,9.2,Chennai Super Kings,107,2,Gujarat Titans,N/A,N/A
2025-05-25 03:51:56,9.2,Chennai Super Kings,107,2,Gujarat Titans,N/A,N/A
2025-05-25 03:52:21,9.2,Chennai Super Kings,107,2,Gujarat Titans,N/A,N/A
2025-05-25 03:52:49,9.3,Chennai Super Kings,107,2,Gujarat Titans,N/A,N/A
2025-05-25 03:53:17,9.4,Chennai Super Kings,113,2,Gujarat Titans,N/A,N/A
2025-05-25 03:53:45,9.5,Chennai Super Kings,114,2,Gujarat Titans,N/A,N/A
2025-05-25 03:54:10,9.5,Chennai Super Kings,114,2,Gujarat Titans,N/A,N/A
2025-05-25 03:54:35,9.6,Chennai Super Kings,115,2,Gujarat Titans,N/A,N/A
2025-05-25 03:55:25,10.1,Chennai Super Kings,115,2,Gujarat Titans,N/A,N/A
2025-05-25 03:55:53,10.2,Chennai Super Kings,115,2,Gujarat Titans,N/A,N/A
2025-05-25 03:56:18,10.2,Chennai Super Kings,115,2,Gujarat Titans,N/A,N/A
2025-05-25 03:56:43,10.3,Chennai Super Kings,119,2,Gujarat Titans,N/A,N/A
2025-05-25 03:57:11,10.3,Chennai Super Kings,119,2,Gujarat Titans,N/A,N/A
2025-05-25 03:58:05,10.5,Chennai Super Kings,122,2,Gujarat Titans,N/A,N/A
2025-05-25 03:58:59,10.6,Chennai Super Kings,123,2,Gujarat Titans,N/A,N/A
2025-05-25 03:59:24,10.6,Chennai Super Kings,123,2,Gujarat Titans,N/A,N/A
2025-05-25 04:00:14,11.1,Chennai Super Kings,130,2,Gujarat Titans,N/A,N/A
2025-05-25 04:00:41,11.2,Chennai Super Kings,130,2,Gujarat Titans,N/A,N/A
2025-05-25 04:01:07,11.3,Chennai Super Kings,130,2,Gujarat Titans,N/A,N/A
2025-05-25 04:01:31,11.4,Chennai Super Kings,134,2,Gujarat Titans,N/A,N/A
2025-05-25 04:02:54,11.6,Chennai Super Kings,137,2,Gujarat Titans,N/A,N/A
2025-05-25 04:03:22,11.6,Chennai Super Kings,137,2,Gujarat Titans,N/A,N/A
2025-05-25 04:03:47,11.6,Chennai Super Kings,137,2,Gujarat Titans,N/A,N/A
2025-05-25 04:04:12,12.1,Chennai Super Kings,138,2,Gujarat Titans,N/A,N/A
2025-05-25 04:04:37,12.2,Chennai Super Kings,144,2,Gujarat Titans,N/A,N/A
