market_id,team_id,price,timestamp
moneyline,624D16F40C2863F9,-109.0,1740819194.918528
moneyline,2EE145593BBBB158,-111.0,1740819194.918528
moneyline,624D16F40C2863F9,-109.0,1740819194.918528
moneyline,2EE145593BBBB158,-111.0,1740819194.918528
moneyline,624D16F40C2863F9,-109.0,1740819654.8946276
moneyline,2EE145593BBBB158,-109.0,1740819654.8946276
moneyline,624D16F40C2863F9,-125.0,1740819804.9032536
moneyline,2EE145593BBBB158,100.0,1740819804.9032536
moneyline,624D16F40C2863F9,-127.0,1740819920.8386867
moneyline,2EE145593BBBB158,102.0,1740819920.8386867
moneyline,624D16F40C2863F9,120.0,1740820014.892487
moneyline,2EE145593BBBB158,-150.0,1740820014.892487
moneyline,624D16F40C2863F9,102.0,1740820114.91305
moneyline,2EE145593BBBB158,-150.0,1740820114.91305
moneyline,624D16F40C2863F9,-105.0,1740820280.21056
moneyline,2EE145593BBBB158,-137.0,1740820280.21056
moneyline,624D16F40C2863F9,-105.0,1740820280.21056
moneyline,2EE145593BBBB158,-137.0,1740820280.21056
moneyline,624D16F40C2863F9,140.0,1740820509.9122422
moneyline,2EE145593BBBB158,-210.0,1740820509.9122422
moneyline,624D16F40C2863F9,131.0,1740820640.134366
moneyline,2EE145593BBBB158,-195.0,1740820640.134366
moneyline,624D16F40C2863F9,127.0,1740820734.9213564
moneyline,2EE145593BBBB158,-188.0,1740820734.9213564
moneyline,624D16F40C2863F9,117.0,1740820789.9385426
moneyline,2EE145593BBBB158,-171.0,1740820789.9385426
moneyline,624D16F40C2863F9,117.0,1740820789.9385426
moneyline,2EE145593BBBB158,-171.0,1740820789.9385426
moneyline,624D16F40C2863F9,117.0,1740820789.9385426
moneyline,2EE145593BBBB158,-171.0,1740820789.9385426
moneyline,624D16F40C2863F9,108.0,1740821180.1276908
moneyline,2EE145593BBBB158,-160.0,1740821180.1276908
moneyline,624D16F40C2863F9,113.0,1740821364.9317012
moneyline,2EE145593BBBB158,-166.0,1740821364.9317012
moneyline,624D16F40C2863F9,108.0,1740821419.9569452
moneyline,2EE145593BBBB158,-160.0,1740821419.9569452
moneyline,624D16F40C2863F9,113.0,1740821499.926353
moneyline,2EE145593BBBB158,-166.0,1740821499.926353
moneyline,624D16F40C2863F9,113.0,1740821499.926353
moneyline,2EE145593BBBB158,-166.0,1740821499.926353
moneyline,624D16F40C2863F9,176.0,1740821819.9131663
moneyline,2EE145593BBBB158,-270.0,1740821819.9131663
moneyline,624D16F40C2863F9,176.0,1740821919.9213486
moneyline,2EE145593BBBB158,-270.0,1740821919.9213486
moneyline,624D16F40C2863F9,150.0,1740822094.912133
moneyline,2EE145593BBBB158,-227.0,1740822094.912133
moneyline,624D16F40C2863F9,150.0,1740822094.912133
moneyline,2EE145593BBBB158,-227.0,1740822094.912133
moneyline,624D16F40C2863F9,150.0,1740822094.912133
moneyline,2EE145593BBBB158,-227.0,1740822094.912133
moneyline,624D16F40C2863F9,142.0,1740822374.9243686
moneyline,2EE145593BBBB158,-212.0,1740822374.9243686
moneyline,624D16F40C2863F9,142.0,1740822374.9243686
moneyline,2EE145593BBBB158,-212.0,1740822374.9243686
moneyline,624D16F40C2863F9,131.0,1740822644.9129448
moneyline,2EE145593BBBB158,-195.0,1740822644.9129448
moneyline,624D16F40C2863F9,142.0,1740822794.9213214
moneyline,2EE145593BBBB158,-212.0,1740822794.9213214
moneyline,624D16F40C2863F9,131.0,1740822934.915167
moneyline,2EE145593BBBB158,-195.0,1740822934.915167
moneyline,624D16F40C2863F9,131.0,1740822934.915167
moneyline,2EE145593BBBB158,-195.0,1740822934.915167
moneyline,624D16F40C2863F9,121.0,1740823109.9315162
moneyline,2EE145593BBBB158,-178.0,1740823109.9315162
