market_id,team_id,price,timestamp
moneyline,DC1A6C534B251307,-213.0,1741504738.75595
moneyline,A689823131CD080D,177.0,1741504738.75595
moneyline,DC1A6C534B251307,-213.0,1741505115.4466343
moneyline,A689823131CD080D,177.0,1741505115.4466343
moneyline,DC1A6C534B251307,-213.0,1741505334.3611653
moneyline,A689823131CD080D,177.0,1741505334.3611653
moneyline,DC1A6C534B251307,-213.0,1741505334.3611653
moneyline,A689823131CD080D,177.0,1741505334.3611653
moneyline,DC1A6C534B251307,-213.0,1741505334.3611653
moneyline,A689823131CD080D,177.0,1741505334.3611653
moneyline,DC1A6C534B251307,-221.0,1741505972.129549
moneyline,A689823131CD080D,183.0,1741505972.129549
moneyline,DC1A6C534B251307,-221.0,1741505972.129549
moneyline,A689823131CD080D,183.0,1741505972.129549
moneyline,DC1A6C534B251307,-221.0,1741505972.129549
moneyline,A689823131CD080D,183.0,1741505972.129549
moneyline,DC1A6C534B251307,-221.0,1741505972.129549
moneyline,A689823131CD080D,183.0,1741505972.129549
moneyline,DC1A6C534B251307,-221.0,1741505972.129549
moneyline,A689823131CD080D,183.0,1741505972.129549
moneyline,DC1A6C534B251307,-221.0,1741505972.129549
moneyline,A689823131CD080D,183.0,1741505972.129549
moneyline,DC1A6C534B251307,-221.0,1741505972.129549
moneyline,A689823131CD080D,183.0,1741505972.129549
moneyline,DC1A6C534B251307,-221.0,1741505972.129549
moneyline,A689823131CD080D,183.0,1741505972.129549
moneyline,DC1A6C534B251307,-221.0,1741505972.129549
moneyline,A689823131CD080D,183.0,1741505972.129549
moneyline,DC1A6C534B251307,-221.0,1741505972.129549
moneyline,A689823131CD080D,183.0,1741505972.129549
moneyline,DC1A6C534B251307,-221.0,1741507102.2050276
moneyline,A689823131CD080D,183.0,1741507102.2050276
moneyline,DC1A6C534B251307,-221.0,1741507102.2050276
moneyline,A689823131CD080D,183.0,1741507102.2050276
moneyline,DC1A6C534B251307,-221.0,1741507102.2050276
